Timestamp,Latitude,Longitude,PM2.5 AQI,PM10 AQI,PM1.0,PM2.5,Applied PM2.5 Custom Calibration Setting - Multiplication Factor,Applied PM2.5 Custom Calibration Setting - Offset,PM4.0,PM10,Applied PM10 Custom Calibration Setting - Multiplication Factor,Applied PM10 Custom Calibration Setting - Offset,PM0.5 NC,PM1.0 NC,PM2.5 NC,PM4.0 NC,PM10 NC,Typical Particle Size,PM Sensor Status,CO2,Applied CO2 Custom Calibration Setting - Multiplication Factor,Applied CO2 Custom Calibration Setting - Offset,CO2 Sensor Status,CH2O,Applied CH2O Custom Calibration Setting - Multiplication Factor,Applied CH2O Custom Calibration Setting - Offset,CH2O Sensor Status,Barometric Pressure,Applied Barometric Pressure Custom Calibration Setting - Offset,Barometric Sensor Status,CO,Applied CO Custom Calibration Setting - Multiplication Factor,Applied CO Custom Calibration Setting - Offset,CO Sensor Status,SO2,Applied SO2 Custom Calibration Setting - Multiplication Factor,Applied SO2 Custom Calibration Setting - Offset,SO2 Sensor Status,O3,Applied O3 Custom Calibration Setting - Multiplication Factor,Applied O3 Custom Calibration Setting - Offset,O3 Sensor Status,NO2,Applied NO2 Custom Calibration Setting - Multiplication Factor,Applied NO2 Custom Calibration Setting - Offset,NO2 Sensor Status,VOC tVOC measurement,Applied TVOC Custom Calibration Setting - Multiplication Factor,Applied TVOC Custom Calibration Setting - Offset,VOC Sensor Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Status,Timestamp_Local
2024-04-22 21:13:07,,,84.0,26.0,27,28,,,28,28,,,56,63,63,63,63,0.45,0.0,429,,,0.0,,,,,23.57,,0.0,,,,,,,,,,,,,,,,,0.428,,,0.0,74.8,,57,,0.0,2024-04-23 00:13:07
2024-04-22 21:28:07,,,78.0,23.0,23,25,,,25,25,,,49,55,55,55,55,0.46,0.0,424,,,0.0,,,,,23.57,,0.0,,,,,,,,,,,,,,,,,0.398,,,0.0,74.7,,57,,0.0,2024-04-23 00:28:07
2024-04-22 21:43:07,,,70.0,19.0,20,21,,,21,21,,,42,47,47,47,47,0.46,0.0,430,,,0.0,,,,,23.56,,0.0,,,,,,,,,,,,,,,,,0.317,,,0.0,74.5,,57,,0.0,2024-04-23 00:43:07
2024-04-22 22:13:07,,,55.0,13.0,13,14,,,14,14,,,27,31,31,31,31,0.45,0.0,418,,,0.0,,,,,23.56,,0.0,,,,,,,,,,,,,,,,,0.165,,,0.0,74.1,,57,,0.0,2024-04-23 01:13:07
2024-04-22 22:28:07,,,46.0,10.0,11,11,,,11,11,,,23,25,25,25,25,0.44,0.0,419,,,0.0,,,,,23.55,,0.0,,,,,,,,,,,,,,,,,0.136,,,0.0,73.9,,57,,0.0,2024-04-23 01:28:07
2024-04-22 22:43:07,,,42.0,9.0,10,10,,,10,10,,,20,23,23,23,23,0.45,0.0,417,,,0.0,,,,,23.54,,0.0,,,,,,,,,,,,,,,,,0.128,,,0.0,73.8,,57,,0.0,2024-04-23 01:43:07
2024-04-22 23:13:07,,,29.0,6.0,7,7,,,7,7,,,14,16,16,16,16,0.44,0.0,411,,,0.0,,,,,23.53,,0.0,,,,,,,,,,,,,,,,,0.118,,,0.0,73.6,,58,,0.0,2024-04-23 02:13:07
2024-04-22 23:28:07,,,25.0,6.0,6,6,,,6,6,,,12,14,14,14,14,0.46,0.0,403,,,0.0,,,,,23.53,,0.0,,,,,,,,,,,,,,,,,0.122,,,0.0,73.6,,58,,0.0,2024-04-23 02:28:07
2024-04-22 23:43:07,,,25.0,6.0,6,6,,,6,6,,,12,13,13,13,13,0.48,0.0,402,,,0.0,,,,,23.52,,0.0,,,,,,,,,,,,,,,,,0.153,,,0.0,73.4,,58,,0.0,2024-04-23 02:43:07
2024-04-23 00:13:07,,,21.0,5.0,5,5,,,5,5,,,11,12,12,12,12,0.45,0.0,411,,,0.0,,,,,23.51,,0.0,,,,,,,,,,,,,,,,,0.208,,,0.0,73.4,,58,,0.0,2024-04-23 03:13:07
2024-04-23 00:28:07,,,25.0,6.0,6,6,,,6,6,,,12,13,14,14,14,0.47,0.0,412,,,0.0,,,,,23.51,,0.0,,,,,,,,,,,,,,,,,0.237,,,0.0,73.2,,59,,0.0,2024-04-23 03:28:07
2024-04-23 00:43:07,,,25.0,6.0,5,6,,,6,6,,,12,13,13,13,13,0.48,0.0,414,,,0.0,,,,,23.51,,0.0,,,,,,,,,,,,,,,,,0.271,,,0.0,73.2,,59,,0.0,2024-04-23 03:43:07
2024-04-23 01:13:07,,,25.0,6.0,6,6,,,6,6,,,13,14,14,14,15,0.48,0.0,411,,,0.0,,,,,23.51,,0.0,,,,,,,,,,,,,,,,,0.338,,,0.0,73.0,,59,,0.0,2024-04-23 04:13:07
