Timestamp,Device ID,Serial Number,Model,Sub Model,Friendly Name,Latitude,Longitude,Is Indoor,Is Public,PM2.5 AQI,PM10 AQI,PM1.0,PM2.5,Applied PM2.5 Custom Calibration Setting - Multiplication Factor,Applied PM2.5 Custom Calibration Setting - Offset,PM4.0,PM10,Applied PM10 Custom Calibration Setting - Multiplication Factor,Applied PM10 Custom Calibration Setting - Offset,PM0.5 NC,PM1.0 NC,PM2.5 NC,PM4.0 NC,PM10 NC,Typical Particle Size,PM Sensor Status,CO2,Applied CO2 Custom Calibration Setting - Multiplication Factor,Applied CO2 Custom Calibration Setting - Offset,CO2 Sensor Status,CH2O,Applied CH2O Custom Calibration Setting - Multiplication Factor,Applied CH2O Custom Calibration Setting - Offset,CH2O Sensor Status,Barometric Pressure,Applied Barometric Pressure Custom Calibration Setting - Offset,Barometric Sensor Status,CO,Applied CO Custom Calibration Setting - Multiplication Factor,Applied CO Custom Calibration Setting - Offset,CO Sensor Status,SO2,Applied SO2 Custom Calibration Setting - Multiplication Factor,Applied SO2 Custom Calibration Setting - Offset,SO2 Sensor Status,O3,Applied O3 Custom Calibration Setting - Multiplication Factor,Applied O3 Custom Calibration Setting - Offset,O3 Sensor Status,NO2,Applied NO2 Custom Calibration Setting - Multiplication Factor,Applied NO2 Custom Calibration Setting - Offset,NO2 Sensor Status,VOC tVOC measurement,Applied TVOC Custom Calibration Setting - Multiplication Factor,Applied TVOC Custom Calibration Setting - Offset,VOC Sensor Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Status,System Status
UTC,,,,,,,,boolean,boolean,,,ug/m3,ug/m3,,,ug/m3,ug/m3,,,#/cm3,#/cm3,#/cm3,#/cm3,#/cm3,um,,ppm,,,,ppb,,,,inHg,,,ppm,,,,ppb,,,,ppb,,,,ppb,,,,mg/m3,,,,Fahrenheit,,%,,,
01/01/2024 00:06:26,ckklgrb0bbk2m84v0t4g,81442326009,8144,2,Indoor 13,,,true,false,74,21,22,23,,,23,23,,,71,80,80,80,80,0.53,0,444,,,0,,,,,23.62,,0,,,,,,,,,,,,,,,,,0.653,,,0,72.0,,58,,0,0
01/01/2024 00:21:26,ckklgrb0bbk2m84v0t4g,81442326009,8144,2,Indoor 13,,,true,false,74,21,21,23,,,23,23,,,70,79,79,79,79,0.54,0,442,,,0,,,,,23.62,,0,,,,,,,,,,,,,,,,,0.652,,,0,71.8,,59,,0,0
01/01/2024 00:36:26,ckklgrb0bbk2m84v0t4g,81442326009,8144,2,Indoor 13,,,true,false,74,21,22,23,,,23,23,,,70,79,79,79,79,0.54,0,434,,,0,,,,,23.62,,0,,,,,,,,,,,,,,,,,0.659,,,0,71.8,,58,,0,0
01/01/2024 00:51:26,ckklgrb0bbk2m84v0t4g,81442326009,8144,2,Indoor 13,,,true,false,74,21,22,23,,,23,23,,,71,80,80,80,80,0.54,0,428,,,0,,,,,23.63,,0,,,,,,,,,,,,,,,,,0.667,,,0,71.8,,59,,0,0
01/01/2024 01:06:26,ckklgrb0bbk2m84v0t4g,81442326009,8144,2,Indoor 13,,,true,false,76,22,22,24,,,24,24,,,74,83,83,83,83,0.54,0,432,,,0,,,,,23.63,,0,,,,,,,,,,,,,,,,,0.675,,,0,71.8,,59,,0,0
01/01/2024 01:21:26,ckklgrb0bbk2m84v0t4g,81442326009,8144,2,Indoor 13,,,true,false,80,25,25,26,,,27,27,,,82,92,92,92,92,0.55,0,431,,,0,,,,,23.63,,0,,,,,,,,,,,,,,,,,0.679,,,0,71.8,,59,,0,0
01/01/2024 01:36:26,ckklgrb0bbk2m84v0t4g,81442326009,8144,2,Indoor 13,,,true,false,95,31,31,33,,,33,33,,,101,114,114,114,114,0.54,0,440,,,0,,,,,23.63,,0,,,,,,,,,,,,,,,,,0.684,,,0,71.8,,59,,0,0
01/01/2024 01:51:26,ckklgrb0bbk2m84v0t4g,81442326009,8144,2,Indoor 13,,,true,false,117,39,40,42,,,42,42,,,130,147,147,147,147,0.54,0,437,,,0,,,,,23.64,,0,,,,,,,,,,,,,,,,,0.697,,,0,71.6,,59,,0,0
01/01/2024 02:06:26,ckklgrb0bbk2m84v0t4g,81442326009,8144,2,Indoor 13,,,true,false,132,44,46,48,,,48,48,,,149,168,168,168,168,0.54,0,438,,,0,,,,,23.64,,0,,,,,,,,,,,,,,,,,0.703,,,0,71.6,,59,,0,0
01/01/2024 02:21:26,ckklgrb0bbk2m84v0t4g,81442326009,8144,2,Indoor 13,,,true,false,137,46,47,50,,,50,50,,,153,172,173,173,173,0.54,0,438,,,0,,,,,23.65,,0,,,,,,,,,,,,,,,,,0.703,,,0,71.6,,59,,0,0
01/01/2024 02:36:26,ckklgrb0bbk2m84v0t4g,81442326009,8144,2,Indoor 13,,,true,false,137,46,47,50,,,50,50,,,155,175,175,175,175,0.54,0,443,,,0,,,,,23.65,,0,,,,,,,,,,,,,,,,,0.701,,,0,71.6,,59,,0,0
01/01/2024 02:51:26,ckklgrb0bbk2m84v0t4g,81442326009,8144,2,Indoor 13,,,true,false,152,52,54,57,,,57,57,,,175,197,197,197,197,0.54,0,445,,,0,,,,,23.66,,0,,,,,,,,,,,,,,,,,0.711,,,0,71.6,,59,,0,0
01/01/2024 03:06:26,ckklgrb0bbk2m84v0t4g,81442326009,8144,2,Indoor 13,,,true,false,147,51,51,54,,,55,55,,,168,189,190,190,190,0.55,0,442,,,0,,,,,23.66,,0,,,,,,,,,,,,,,,,,0.713,,,0,71.6,,59,,0,0
01/01/2024 03:21:26,ckklgrb0bbk2m84v0t4g,81442326009,8144,2,Indoor 13,,,true,false,139,47,49,51,,,51,51,,,159,179,179,179,179,0.54,0,433,,,0,,,,,23.66,,0,,,,,,,,,,,,,,,,,0.704,,,0,71.6,,59,,0,0
01/01/2024 03:36:26,ckklgrb0bbk2m84v0t4g,81442326009,8144,2,Indoor 13,,,true,false,132,44,45,48,,,48,48,,,149,167,167,168,168,0.54,0,443,,,0,,,,,23.66,,0,,,,,,,,,,,,,,,,,0.696,,,0,71.4,,59,,0,0
