Sensor,Timestamp,Timestamp (Local),PM 1.0,PM 2.5,Applied PM 2.5 Custom Calibration Setting - Multiplication Factor,Applied PM 2.5 Custom Calibration Setting - Offset,PM 4.0,PM 10,Applied PM 10 Custom Calibration Setting - Multiplication Factor,Applied PM 10 Custom Calibration Setting - Offset,NC 0.5,NC 1.0,NC 2.5,NC 4.0,NC 10,PM Sensor Error Status,CO2,Applied CO2 Custom Calibration Setting - Multiplication Factor,Applied CO2 Custom Calibration Setting - Offset,CO2 Sensor Error Status,CH2O,Applied CH2O Custom Calibration Setting - Multiplication Factor,Applied CH2O Custom Calibration Setting - Offset,CH2O Sensor Error Status,Barometric Pressure,Applied Barometric Pressure Custom Calibration Setting - Offset,Barometric Sensor Error Status,CO,Applied CO Custom Calibration Setting - Multiplication Factor,Applied CO Custom Calibration Setting - Offset,CO Sensor Error Status,SO2,Applied SO2 Custom Calibration Setting - Multiplication Factor,Applied SO2 Custom Calibration Setting - Offset,SO2 Sensor Error Status,O3,Applied O3 Custom Calibration Setting - Multiplication Factor,Applied O3 Custom Calibration Setting - Offset,O3 Sensor Error Status,NO2,Applied NO2 Custom Calibration Setting - Multiplication Factor,Applied NO2 Custom Calibration Setting - Offset,NO2 Sensor Error Status,VOC tVOC measurement,Applied TVOC Custom Calibration Setting - Multiplication Factor,Applied TVOC Custom Calibration Setting - Offset,VOC Ethanol,VOC Sensor Error Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Error Status,Device Status,Typical Particle Size
,UTC,UTC-05:00,ug/m3,ug/m3,,,ug/m3,ug/m3,,,#/cm3,#/cm3,#/cm3,#/cm3,#/cm3,,ppm,,,,ppb,,,,inHg,,,ppm,,,,ppb,,,,ppb,,,,ppb,,,,mg/m3,,,ppb,,Celsius,Celsius,%,,,,
B11,2024-05-26 00:09:00,,2.0,2.0,,,2.0,2.0,,,18.0,21.0,21.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2,,46.0,,,,
B11,2024-05-26 00:24:00,,2.0,2.0,,,2.0,2.0,,,19.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9,,46.0,,,,
B11,2024-05-26 00:39:00,,2.0,2.0,,,2.0,2.0,,,17.0,20.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7,,47.0,,,,
B11,2024-05-26 00:54:00,,4.0,4.0,,,4.0,4.0,,,39.0,46.0,46.0,46.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,,47.0,,,,
B11,2024-05-26 01:09:00,,2.0,2.0,,,2.0,2.0,,,16.0,19.0,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2,,48.0,,,,
B11,2024-05-26 01:24:00,,2.0,2.0,,,2.0,2.0,,,17.0,20.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7,,48.0,,,,
B11,2024-05-26 01:39:00,,2.0,2.0,,,2.0,2.0,,,16.0,19.0,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2,,49.0,,,,
B11,2024-05-26 01:54:00,,2.0,2.0,,,2.0,2.0,,,16.0,18.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7,,50.0,,,,
B11,2024-05-26 02:09:00,,2.0,2.0,,,2.0,2.0,,,16.0,19.0,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,,50.0,,,,
B11,2024-05-26 02:24:00,,2.0,2.0,,,2.0,2.0,,,16.0,19.0,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,51.0,,,,
B11,2024-05-26 02:39:00,,2.0,2.0,,,2.0,2.0,,,16.0,18.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6,,52.0,,,,
B11,2024-05-26 02:54:00,,2.0,2.0,,,2.0,2.0,,,16.0,18.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3,,53.0,,,,
B11,2024-05-26 03:09:00,,2.0,2.0,,,2.0,2.0,,,15.0,18.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1,,53.0,,,,
B11,2024-05-26 03:24:00,,1.0,2.0,,,2.0,2.0,,,15.0,17.0,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,54.0,,,,
B11,2024-05-26 03:39:00,,2.0,2.0,,,2.0,2.0,,,15.0,18.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9,,54.0,,,,
B11,2024-05-26 03:54:00,,2.0,2.0,,,2.0,2.0,,,15.0,18.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8,,54.0,,,,
B11,2024-05-26 04:09:00,,2.0,2.0,,,2.0,2.0,,,16.0,19.0,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7,,54.0,,,,
B11,2024-05-26 04:24:00,,2.0,2.0,,,2.0,2.0,,,16.0,19.0,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6,,55.0,,,,
B11,2024-05-26 04:39:00,,2.0,2.0,,,2.0,2.0,,,17.0,20.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6,,55.0,,,,
B11,2024-05-26 04:54:00,,2.0,2.0,,,2.0,2.0,,,18.0,21.0,21.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,,55.0,,,,
B11,2024-05-26 05:09:00,,2.0,2.0,,,2.0,2.0,,,20.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,,56.0,,,,
B11,2024-05-26 05:24:00,,2.0,2.0,,,2.0,2.0,,,20.0,24.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4,,57.0,,,,
B11,2024-05-26 05:39:00,,2.0,2.0,,,2.0,2.0,,,20.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3,,58.0,,,,
B11,2024-05-26 05:54:00,,2.0,2.0,,,2.0,2.0,,,18.0,21.0,21.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2,,59.0,,,,
B11,2024-05-26 06:09:00,,2.0,2.0,,,2.0,2.0,,,17.0,20.0,21.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,60.0,,,,
B11,2024-05-26 06:24:00,,2.0,2.0,,,2.0,2.0,,,16.0,20.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8,,61.0,,,,
B11,2024-05-26 06:39:00,,2.0,2.0,,,2.0,2.0,,,17.0,20.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4,,62.0,,,,
B11,2024-05-26 06:54:00,,2.0,2.0,,,2.0,2.0,,,16.0,19.0,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2,,63.0,,,,
B11,2024-05-26 07:09:00,,2.0,2.0,,,2.0,2.0,,,17.0,20.0,21.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9,,63.0,,,,
B11,2024-05-26 07:24:00,,2.0,2.0,,,2.0,2.0,,,17.0,20.0,21.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6,,64.0,,,,
B11,2024-05-26 07:39:00,,2.0,2.0,,,2.0,2.0,,,19.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4,,65.0,,,,
B11,2024-05-26 07:54:00,,2.0,2.0,,,2.0,2.0,,,21.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3,,65.0,,,,
B11,2024-05-26 08:09:00,,2.0,2.0,,,2.0,2.0,,,19.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2,,65.0,,,,
B11,2024-05-26 08:24:00,,2.0,2.0,,,2.0,2.0,,,20.0,23.0,23.0,23.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,65.0,,,,
B11,2024-05-26 08:39:00,,3.0,3.0,,,3.0,3.0,,,27.0,32.0,32.0,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8,,66.0,,,,
B11,2024-05-26 08:54:00,,2.0,2.0,,,2.0,2.0,,,22.0,26.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9,,66.0,,,,
B11,2024-05-26 09:09:00,,2.0,2.0,,,2.0,2.0,,,22.0,25.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,66.0,,,,
B11,2024-05-26 09:24:00,,2.0,2.0,,,2.0,2.0,,,16.0,19.0,19.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,66.0,,,,
B11,2024-05-26 09:39:00,,2.0,2.0,,,2.0,2.0,,,16.0,18.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1,,66.0,,,,
B11,2024-05-26 09:54:00,,1.0,1.0,,,1.0,1.0,,,13.0,15.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1,,66.0,,,,
B11,2024-05-26 10:09:00,,1.0,1.0,,,1.0,1.0,,,12.0,14.0,14.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2,,66.0,,,,
B11,2024-05-26 10:24:00,,1.0,1.0,,,1.0,1.0,,,12.0,14.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2,,65.0,,,,
B11,2024-05-26 10:39:00,,1.0,1.0,,,2.0,2.0,,,14.0,16.0,16.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3,,66.0,,,,
B11,2024-05-26 10:54:00,,1.0,2.0,,,2.0,2.0,,,15.0,17.0,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4,,65.0,,,,
B11,2024-05-26 11:09:00,,1.0,1.0,,,2.0,2.0,,,13.0,15.0,16.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4,,65.0,,,,
B11,2024-05-26 11:24:00,,1.0,2.0,,,2.0,2.0,,,14.0,16.0,16.0,16.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4,,65.0,,,,
B11,2024-05-26 11:39:00,,4.0,4.0,,,4.0,4.0,,,41.0,48.0,48.0,48.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4,,65.0,,,,
B11,2024-05-26 11:54:00,,4.0,5.0,,,5.0,5.0,,,43.0,51.0,51.0,51.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,,65.0,,,,
B11,2024-05-26 12:09:00,,5.0,5.0,,,5.0,5.0,,,48.0,56.0,56.0,56.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,,65.0,,,,
B11,2024-05-26 12:24:00,,5.0,5.0,,,5.0,5.0,,,50.0,59.0,59.0,59.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4,,65.0,,,,
B11,2024-05-26 12:39:00,,5.0,5.0,,,5.0,5.0,,,48.0,56.0,56.0,56.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4,,65.0,,,,
B11,2024-05-26 12:54:00,,4.0,5.0,,,5.0,5.0,,,45.0,53.0,54.0,54.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,,65.0,,,,
B11,2024-05-26 13:09:00,,4.0,5.0,,,5.0,5.0,,,45.0,52.0,53.0,53.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,,65.0,,,,
B11,2024-05-26 13:24:00,,4.0,4.0,,,4.0,4.0,,,41.0,48.0,48.0,48.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,,65.0,,,,
B11,2024-05-26 13:39:00,,4.0,4.0,,,4.0,4.0,,,39.0,46.0,46.0,46.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6,,65.0,,,,
B11,2024-05-26 13:54:00,,4.0,4.0,,,4.0,4.0,,,37.0,43.0,43.0,43.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6,,65.0,,,,
B11,2024-05-26 14:09:00,,4.0,4.0,,,4.0,4.0,,,37.0,44.0,44.0,44.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6,,65.0,,,,
B11,2024-05-26 14:24:00,,4.0,4.0,,,4.0,4.0,,,37.0,44.0,44.0,44.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,,66.0,,,,
B11,2024-05-26 14:39:00,,4.0,4.0,,,4.0,4.0,,,37.0,43.0,44.0,44.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8,,65.0,,,,
B11,2024-05-26 14:54:00,,4.0,4.0,,,4.0,4.0,,,39.0,46.0,46.0,46.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9,,65.0,,,,
B11,2024-05-26 15:09:00,,4.0,4.0,,,4.0,4.0,,,39.0,46.0,46.0,46.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,65.0,,,,
